Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,1146676894209.73,1168023426056.38,1276769338449.3,1577621707050.51,1806542968545.56,1858217147203.73,1949551719389.64,2213102482751.46,2408655348718.59,2199928804118.63,2136099955236.67,2294994296589.5,2086957656821.6,2141924094298.56,2162009615996.54,1836637711060.55,1877071687633.78,1961796197354.36,2091932426266.98,2011302198827.45,1896755301518.14,2107702842669.73
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,9005064474.93003,9194717835.99985,9719017925.92929,9430230564.4699,10174664853.9476,11243868485.7428,11930171468.3796,12799593017.7101,13709402085.3206,12120460872.8003,13220556882.7046,14444655299.8772,14807086889.2099,14264202737.3082,13899228824.2161,14188935947.5694,14077109396.8584,14808989993.3185,15730793852.7913,15830768549.8916,13812425036.5864,14657586937.0735
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.8,4601663122649.92,4579750920354.81,5106679115127.3,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5037835383110.97,5123318151510.62,5040107754084.11,4940877780755.33
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,8460789844.8519,8975599435.82511,9582510578.27927,10195627644.5698,11411706629.055,12588998589.5628,15056981664.3159,17110437235.543,22657662394.9553,24537876123.688,27133804244.3669,29524149164.8994,31634561670.4356,34454440180.6582,36847643587.2383,38587017944.3352,39892551148.8301,41608435921.7904,43370860549.1337,44993992365.1297,44182298291.8206,45744271658.9141
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,18291994909.0044,22152694161.8882,24636593223.3467,30833699702.7594,43151647002.6096,57123671733.8952,81003884545.4099,104849886825.584,133441612246.798,115308661142.927,148047348240.643,192626507971.584,207998568865.789,236634552078.102,221415572819.5,184388432148.715,137278320084.171,166805800595.704,179339994859.384,181667190075.541,171082379532.988,197112255360.612
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,12705357103.0056,12986007425.8781,13147743910.7241,14904517649.8476,16095337093.8366,18737897744.7948,25825524820.8064,31958195182.2406,35895153327.8497,42347217912.9176,45405587556.7313,46869457318.2541,56396706005.9435,61671425370.0235,68285768554.472,70120413328.7838,74815121314.9381,82035800868.187,92202956320.532,100379713697.421,100666542665.72,110347079517.356
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,67254174.3970315,63101272.3699183,72196457.6768445,90231856.8000519,102367039.270481,112133944.253532,110234939.759036,132671742.950381,141042610.300285,132419903.291218,155299761.511649,180665807.117071,189630151.170015,184550782.004248,177862267.892555,170291037.487792,178509812.667261,188192060.085837,196230573.819486,177935349.322211,180911843.644622,207031250
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,576178114168.494,547658231279.87,627246081417.004,702717332012.991,793175007858.066,934901071332.984,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.743,1144066965324.49,1253223044718.99,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26,1651422932447.77,1644312831906.17,1810955871380.98
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,5181776768.71247,5015894692.97027,5344014317.91065,6341737193.76392,6163785172.81254,6735731172.79851,7074657898.23303,6295820481.52668,6682832632.27806,7180813375.50836,7878508502.59802,7899879086.43081,7716925356.12536,9412034299.23122
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,37712842242.5033,34887512226.9319,38137545245.1464,47876510067.1141,59439090600.6108,80798630136.9863,101548931771.192,114639690358.902,147395089285.714,105963168867.269,115419399860.433,154068115942.029,174070382279.385,174161142454.161,162631412508.784,114567298105.683,109419728566.7,120707435542.367,138182400493.585,136196760180.976,105960225688.145,..
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460248026.17783,2834168889.42019,3802566170.81543,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507,7702934800.12836,8271108638.39931,8871026074.19762,7780874536.66054,8543423502.6134
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,1731198022.45494,1768619058.34647,1758176653.07746,2023324407.30316,2366398119.8821,2735558726.25625,3455031447.60194,4223152219.2439,5446434031.69042,5836138127.06562,7131773632.71369,8750107401.57872,10192848926.2582,11983252611.2727,13279248478.8161,14426381187.0894,15912495368.8717,17071162084.4067,18141651381.3884,18740559554.1632,18981800705.0794,18827148509.5798
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,7958852838.93395,8362398701.58943,9557031605.27512,11771975156.8073,14435700533.368,17003459863.0989,21570076498.6205,31054350977.9784,35854274228.9139,26410909090.9091,23956163076.5575,27474380566.265,28169902669.3784,30204783461.8488,31386896487.0407,27263090547.0617,28083597512.4841,30483806017.8318,34429023435.0211,34343961072.8235,34601740323.3386,39853501579.8211
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21159827992.0398,21497336498.9718,22022709851.5423,24827355014.66,29118916105.6053,35399582928.6236,38443907042.3217,39927125961.194,44016799515.8209,46880103080.6634,48095213746.4677,49929337837.0813,51147308773.9304,53027680685.8375,54901519155.6219,51953744530.2445,31712128253.7961,23131940280.7316
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,887295267.875155,825706961.238689,775780697.676625,1157832934.55127,1511236655.52047,1682350934.85132,1800105589.60349,1682016947.22798,1766825412.77296,1740830510.87482,2234731973.55119,2579421686.24912,2477702252.80078,2367113170.00373,2441053175.70743,2359759799.04224,2114428033.39316,2306741845.41948,2553495915.79202,2453980835.24819,2231214507.47611,2496134680.31694
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3039982500,3509000000
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,38270206950.41,34110064452.1567,20481889763.7795,26265625000,33122307692.3077,47334148578.4164,60092950669.9147,68035403136.3852,86708074534.1615,60810211408.0574,75380170508.3675,48167374611.9915,92538004279.9398,75350633010.9303,57372445771.7699,48717854039.9653,49910960874.5685,67158415841.5842,76684175824.1758,69252306372.0232,50357312594.5129,42817472975.3677
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,2483953102.79488,2491822706.80256,2688630822.53304,3070691319.52179,3454362685.96703,3659251525.8593,4000239272.61126,4601299566.81106,5081432924.0144,4504549214.22663,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6237264055.20601,6474256118.61481,6692504346.04765,6427248943.44939,6113951011.71459,..
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,11524776866.6379,12237388001.7264,14259781159.0119,18781721376.1985,22627507451.5648,26097677571.8373,30183575103.5262,39697891351.9431,47797551587.8823,37388122046.1496,37128694028.243,43535051482.3869,42927454291.478,46523420074.4372,48533659592.1728,41435533340.3883,43047309305.7363,47758736931.7801,53751411409.4447,54751510087.7803,56846622904.4391,66445256585.3671
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,21230182989.3036,21387533703.2327,23649833332.1655,29667268248.1305,35064843792.8993,37672280120.4794,42910146296.0646,51587401415.7872,58844277701.5258,54467289897.5582,56213985987.4168,61696281326.2453,59776383527.3602,65203276466.9763,68804811897.6445,60071584216.1375,62216885435.9488,65712180342.9836,71000359760.4611,69825641851.0117,73992591285.3029,85506243833.7816
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,6774193548.3871,6860272608.45211,7371723056.2402,8246521717.44876,10643215078.1581,12160002995.8433,14874147024.2708,18439876056.1978,21027044550.5667,21587740941.5979,28241858488.9155,36845925519.4433,43189526777.5567,51536304807.6803,54903031137.7096,45047964934.2517,45070605746.0194,50440941938.6992,55284360483.1217,55204758069.5124,25459563655.4806,30123914808.5691
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,4629247090.97816,5438332738.10373,5351701534.15801,6372498719.84613,5064732715.72615,5859269849.14523,6395712392.23682,8524620739.24074,10725137930.8286,9616879571.46431,9982711338.11814,11551819617.6271,11578974887.9562,12423555269.3893,12522957228.1764,11323020828.5758,11848613735.1933,13176313593.5509,13760033096.5211,14104664514.8681,13051441059.3338,14472603322.5571
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,1743506531.32652,1716502862.2954,3495748397.63025,3208837077.25069,3476094498.87517,3655909664.1423,3998020176.67364,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,8943543677.18899,9880675785.93057,11025371147.1876,12182348212.7073,12626717491.8941
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534102611.497,162691238209.476,193547824063.3,230813897715.69,202257625195.063,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354756113.174,301255454041.415,319112175611.571,358791603677.728,365175135787.568,337337932675.152,372980957208.023
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,624337145.284622,870030468.628748,897031250,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875,2588176054.6875,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4109424799.72407,4379136461.83077,4754175869.24027,5300962659.51088,5609400721.62268,3746321936.37729,5405576235.79462
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,2961484953.73364,3468337909.17148,3908121459.12749,4714072191.04621,5454249456.70519,6247515449.73015,6905934548.38354,8156469132.86716,9838404004.93274,10231962890.6125,10689167195.3375,12995113407.2335,12442036265.1484,13242691429.5942,14364937996.8661,13104764333.9941,14026048690.7312,15365711725.0672,17070866299.0945,17280251193.9527,17465392915.9153,19140461605.8227
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,4323339212.2281,4355146427.54937,4693495693.49569,5489359280.75566,6116591928.25112,6407287650.7897,6778321415.12985,7925403777.71694,9090376446.46258,8696304529.03584,9035927349.8608,9638919821.82628,9462289605.55056,10551600478.1511,11626278729.9057,11091423499.3898,11668253265.4417,13489380930.8631,15298771846.9532,15725847979.4022,14933066818.9606,17364044943.8202
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,115347500,122824000,131738200,131398500,132934600,137666300,142745200,149870000,145969100,150624900,160318500,171567100,179855800,185468000,185172900,182997300,200716000,212701200,219330300,232092300,241722400,259538700
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1779523344.34106,1746064718.79169,1777058592.98812,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346206808.54026,5206444406.66154,4714592492.92972,5628882266.37767,6764635686.79345,6728208836.22143,7223063169.72749,6592537781.81518,6166857628.62212,6398738829.24531,6800141921.64137,7473550557.07378,8066126312.31807,8405491201.74674,9996249658.23982
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,4663313620.01707,4613630622.77501,4841310239.63687,5816553826.85519,6578844486.06288,6488750452.60067,7028803365.70151,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12292957324.4217,13074137210.3352,12007291045.6489,12594149440.5195,13713509312.2669,14735695930.9727,14436353897.9802,11401050654.5624,11529042672.3528
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222408203104.3,1269011767478.56,1090515389749.41,1272839334119.3
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412000000,408000000,404028900
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988348836.471,3408244549.19999,4401189466.14058,6054849884.52656,5439422031.39627,6974982392.67155,8414351671.95869,8709138764.75916,9496717702.44839,9510198961.57287,7745241912.94722,8071469355.2527,9669741744.22001,11457443185.0542,11971345002.7757,11859730543.5525,13679221333.2052
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,2647885848.5351,2718868306.01093,2968987019.23077,3601321064.55266,4137913500,4203084193.50827,4582988332.70606,5867916780.72817,6476490405.74191,5451653237.01028,5367625613.15127,6088808463.25167,5743029680.07195,6555983530.34932,7069616048.89066,6261622101.40908,6472990923.1791,6431314957.07185,7194024563.06094,7383745662.15157,6739691604.79726,8596096984.03312
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86852,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11619892396.0767,11181350461.4723,11480847745.3187,13178094459.4548,14206359006.8095,13312981594.573,15286441818.1437
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,984297589.359934,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680711743.77224,4545674527.61096,4159330369.5471,4143033275.88493,4544516982.18263,4087725812.66864,4466039314.65002,4594024179.62003,4054712082.54743,4377033429.26721,4856632399.45775,5506766650.92111,5542053845.29274,4769860740.74074,5861268038.7982
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,119131365761.393,110414366621.263,111572673973.999,118540548906.314,127341174715.803,128919944681.869,121348138320.276,142866329198.42
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,5656473652.41147,5398568543.63492,5677003239.29386,6303391143.83386,7631120533.36168,8542070109.70903,9176889070.42298,10450843291.2931,12556195188.5962,11914471497.1492,11104648673.0016,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14845402473.5521,15390039241.674,14028811071.7628,15776758632.8573
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,6849321645.95623,6220270632.33592,6110632857.66584,7754647428.07323,9390855297.73553,10588433068.8549,11863016315.2934,15591182544.7092,23013015832.1023,29455165594.6859,37796052938.7278,54118601974.7947,58318677644.9492,60572257122.2962,63264892768.3726,63045305229.1046,60291736893.9397,61449392056.1488,67144725830.5753,68697759361.231,78930257227.0908,65091751273.2879
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,3922247989.85562,3557333364.30795,3349184760.02543,4926471294.30116,6609198832.76313,7248394160.35502,8001779551.06323,8839526451.57632,8607475308.11833,8938868165.39165,11431334447.4305,12523402328.7671,13042007432.4489,12043276401.4161,12435416063.4689,11335179560.987,10721994676.2429,12895153157.3463,13682062250.8152,12541928104.6242,10581585630.0773,12310595843.9353
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,47564520.3910861,66055407.6703145,96927201.4848422,98491843.6441982,104654365.188653,86529661.3694983,99723394.9628767,109359680.217211,124021393.690412,118724073.809183,114626625.553023,133218896.932607
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,21573862466.8268,21703106501.9674,22162208956.1412,22731602969.9687,24360795410.6422,24524098184.648,28971589213.2184,33111525871.9538,34186190995.9565,33433670511.9364,36288830373.4106
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,417479337444.707,431586852369.686,473861980070.981,580070360701.96,658380081545.175,685348181515.953,733955269898.823,848558887541.179,951869997864.062,871518638049.218,847380859016.668,905270626332.687,838923319919.531,877172824534.512,892167986713.722,765572770634.375,784060430240.08,833869641687.06,914043438179.607,910194347568.626,909793466661.481,1012846760976.73
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,3420033046.95784,3297734668.3899,3740057132.98621,4915355784.02368,5895011251.5675,6238632283.76502,6979153331.71296,8819922042.42417,9067623001.04885,8704436169.14341,9364347372.04626,10351442208.992,9659153061.35633,10151385305.7645,10635039738.6899,8738205836.7394,8724570249.74306,9173668102.13844,9846922416.14776,9438130987.37298,9435529927.2471,10071351960.0477
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133131369930.414,121373602348.679,146517541181.254,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188838342527.975,206623758800.159,211953111035.513,213434571357.984,211734532308.013,249885687029.634
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763361732.88486,7423313548.52698,8496946608.23151,8298679908.55232,8758639096.47693,9774307336.23792,10532006608.1447,10982979274.1922,11880434070.7811,12756706583.3113,13286083644.8761,13785909906.1925,13025239912.2751,12596636042.2321,12586970511.4131,14013022092.0645
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,2241753120.21267,2448714680.56221,2782192986.95772,3394084884.67098,3760443965.72976,4383315656.99096,4756361479.98873,5731485267.33492,7297600896.86099,7352131669.2941,7851191899.3408,8772951261.81807,9426913349.22319,10224897934.722,10862944203.5591,9683867893.68343,10398862244.9737,11185102399.5762,12808660528.0617,12916455161.1081,13744174689.9681,14915001426.9724
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,69448756932.5833,72797282065.0415,95054094655.3277,104738980156.958,135764715375.206,175670536601.006,238454952231.572,278260808841.03,339476215683.592,295008767295.038,366990528103.078,414466540786.738,463971000388.612,520117163617.721,574183825592.358,493026782401.561,404649048648.026,375745732274.676,421739210176.152,448120015209.524,432198936002.177,440833583992.485
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,3772857145.0248,3709637829.94866,4018365247.44444,4946292774.79046,5682788267.12865,6258600713.82627,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12683070061.4695,12606338448.547,12363580534.6811,13825049831.7959
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1302000000,1182000000,..,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,404941363636.364,362198318435.26,482174854481.956
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,19507452535.7607,19452000520.156,20142756046.814,21633708192.4577,24763712873.8622,31081991677.5033,37215779713.9142,42085379453.8362,60905452535.7607,48388363589.0767,64993498049.4148,77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,75909397659.2978,88191977373.212
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,82017743416.2841,79484403984.8849,79904985384.8652,91760542940.0717,107759683863.123,120055291992.938,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177165635077.065,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,313629858859.587,339205615769.187,356128224957.085,320909489229.723,300425666773.043,348262544719.178
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285600000,284900000,278900000,251900000,217800000
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429700000,45599900000,49921400000,54091800000,57907700000,62202700000,64929400000,66984400000,53977000000,63605100000
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8355006706.57899,9545177014.1301,11670840931.8173,11619637798.991,14250755231.1257,17984910501.8979,21295659243.6168,21261432791.2675,23210682538.3928,21723531173.2409,20759069103.0961,22742613553.6879,24109509852.7402,24751344560.8856,23848265895.9538,26594305745.554
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856393235.4338,24615267663.5456,22355151161.994,27260886405.2263,33756238766.5,33271921136.315,38501122141.4241,40377929295.6419,36211447840.0971,36089700222.9461,38997129473.5558,40225448340.6322,37925338329.1494,35432178068.1814,39495431574.1782
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222597212925.211,228323495040.901,201705055938.653,223249497500.387
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,83669693589.1547,78921234457.5487,84307291973.8158,87039145965.2826,95002028504.6904,107419961717.693,127652859201.041,155980378253.634,181624577154.679,175974711592.145,208368726861.407,234216930369.796,261920509950.555,283902728260.716,297483247101.038,306446140628.709,318626761492.867,328480867142.69,346842094175.24,376823278560.849,361751116292.541,394086401171.168
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,172219461126.067,190905493539.168,199072058823.529,217827260805.842,255110181539.808,306144336269.51,344622003093.581,429028505365.078,533609081852.897,439737508413.192,475696613935.595,524382678547.32,495236910793.797,515764728216.161,539087652559.835,477111287969.227,470022572790.91,524645833884.582,588782567765.872,596054591863.312,599449188399.108,679444832854.295
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,118605192877.388,121604107164.997,134795565549.419,165226175536.793,189382122532.169,197253876704.921,208756449275.848,240496147317.381,263416394624.084,244667762835.543,238113003233.284,245117990242.248,216224240577.957,226433858005.714,229901964221.884,199394066525.44,206426152308.931,221357874718.93,242313116577.967,239986922638.902,229031860520.777,253663144586.019
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445526000,100958100000,105126400000,103020300000,106525700000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,167775268626.374,186833502362.637,198727642967.033,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,175837550989.011,144411363345.27,179677211793.938
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,37253259016.9976,40394824679.1232,46066101951.2933,57806506024.0964,74972669056.5922,98452791982.7024,122022997508.01,174585202805.233,214313628965.024,174103695930.213,170029359010.667,192614085153.841,179132893143.417,189790228071.757,199712289501.971,177882417554.984,185286854552.621,210146748920.419,243317079358.636,251019278416.197,251362040527.804,284087563695.798
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,259710142196.943,306602070620.5,345470494417.863,430347770731.787,591016690742.798,764017107992.391,989930542278.695,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1657329646183.62,1693113904262.89,1489362488439.76,1778782625793.74
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,2067579822.43604,1965500949.34016,1964832511.92978,2137156726.89736,2375376873.10914,2932340855.31852,3318107347.2799,4068224991.08702,5177230923.28829,5671592572.19972,6121529488.49049,6881379761.83833,7650671476.94976,7815975293.67372,8234762201.03869,8539424910.07969,8690878327.95492,9252834120.39358,9642440645.81148,10356327149.4262,10184345442.1708,11070356519.4804
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,258856139.798489,266299591.479428,281793623.822826,333428715.810751,407749562.600602,476801793.159429,499923757.780736,573548459.833372,641346191.664776,628006115.424052,680250453.148396,744104842.087627,773157453.281182,797728653.33275,796698269.18109,824160018.151066,843929639.973983,884847176.210759,878435084.164589,912944537.815126,868904477.722589,843842416.462442
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,1005159388.24397,1077413479.05282,1168269230.76923,1464326160.8154,1723750000,1785847531.40157,1908167105.75837,2185874623.59704,2393437820.41892,2056126701.86163,1881214370.93994,1813752783.96437,1604779647.95066,1678841811.66158,1673973694.69908,1419394771.21029,1468377272.13859,1528630707.49794,1655300872.53427,1616188702.34405,1541204337.79164,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,75951210.6852445,85171308.1654435,102085583.465275,114582561.627097,136450274.673234,142775597.255916,149146423.083742,188021190.592847,187820464.571058,196652514.267255,231489270.144529,250680845.747837,300554483.611626,346528329.183227,316066072.343754,345495614.979982,375614126.193877,412253809.728799,427425039.684339,472551022.513384,526653790.670814
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,189514926213.333,184137469733.333,189605920240,215807655253.333,258742263040,328459700114.755,376900135727.637,415964583055.37,519796738640,429097899280,528207332649.536,671238840108.229,735974843348.664,746647127407.619,756350347320.381,654269739552.019,644935682011.475,688586094412.68,816578674529.141,803616264791.024,703367841222.555,833541236569.315
