Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GDP (current US$),NY.GDP.MKTP.CD,Botswana,BWA,5788329609.15755,5489608299.66445,5438857106.73536,7511582173.37724,8957467706.5354,9918907108.09702,9919158482.41085,10567270655.5027,10730763098.9175,10118518637.0561,12637319933.4668,15110716533.5907,13907510005.8897,14271752527.1166,15470059201.6577,13530738157.7648,15082579073.8634,16105182316.3307,17031901441.1765,16695928792.5697,14930072458.5814,17614791265.6824
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,655448188237.371,559991261406.197,509788814956.855,558229210852.965,669293772178.729,891630177209.99,1107640289661.2,1397084349956.35,1695824565928.67,1667019783635.09,2208871646202.82,2616201578192.25,2465188674415.03,2472806919901.67,2455993625159.37,1802214373741.32,1795700168991.49,2063507864886.88,1916947014067.55,1873274432754.47,1448559976218.19,1608981456325.08
GDP (current US$),NY.GDP.MKTP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Brunei Darussalam,BRN,6001153306.2645,5601090584.36122,5843329107.56171,6557333084.60567,7872333215.00414,9531402847.87311,11470703002.0769,12247694247.2298,14393099068.5859,10732366286.2643,13707370737.0737,18525319977.7407,19047940300.8963,18093829923.2737,17098342541.4365,12930394937.8137,11400854267.7188,12128104859.1498,13567351175.0315,13469422958.5105,12005825759.223,14006569575.68
GDP (current US$),NY.GDP.MKTP.CD,Bulgaria,BGR,13245834314.5104,14183497963.1071,16402846413.0958,21144982397.4144,26157892832.2011,29869284035.3218,34379808888.6039,44432811756.4731,54481376860.3695,52023505367.1714,50682061053.2016,57678241023.818,54300857424.4415,55810138436.4821,57082011260.3446,50781996712.7635,53953897624.4344,59199447421.4924,66363537115.2686,68915875214.6537,70240275010.1964,84056312734.3089
GDP (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,2968369991.46729,3190371050.45524,3622350203.94595,4740768355.22974,5451688868.42974,6146352742.03313,6547420133.69942,7625723123.54939,9451436358.96861,9450697335.53565,10109618964.2848,12080296644.0643,12561016091.4673,13444301139.1384,13943016923.9017,11832159275.603,12833363370.174,14106956830.0857,15890065019.7634,16178162030.0694,17933606353.1775,19737615114.3661
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,870486065.883137,876794723.068586,825394490.159111,784654423.620476,915257323.3961,1117113045.65222,1273375020.26862,1356199364.85882,1611835901.9063,1781455092.07114,2032135246.50004,2235820867.82743,2333341374.89657,2451606684.31708,2705783272.07443,3104003611.42957,2639321161.41102,2712324133.79776,2660123597.70762,2576518846.39,2649671998.86192,2779813489.02447
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,539227277.626411,563090641.188898,620507562.099274,813260468.873834,924940272.389544,972241336.910099,1107571017.02452,1513040064.50412,1787968044.494,1697737296.24641,1663913071.40962,1865915544.12445,1741809808.96442,1850470042.43281,1859898513.26858,1596800287.16405,1663008687.09505,1769787215.42141,1966501117.61028,1981845740.70615,1703698676.69742,1936174043.45293
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,3654031716.26881,3984000517.02345,4284028482.53766,4658246918.27092,5337833248.03924,6293046161.83262,7274595706.67154,8639235842.18075,10351914093.1723,10401851850.6108,11242275198.9783,12829541141.0127,14054443213.4639,15227991395.2201,16702610842.4025,18049954289.4229,20016747754.0192,22177200511.5811,24571753583.4922,27089389786.979,25872798012.1938,26961061119.7957
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,10566578952.7857,10953485244.4239,12417251815.8801,15970315751.0277,18826215278.057,19509850837.2745,20910513974.6215,23928251333.7444,27715144580.2691,27932971683.4215,27507499709.071,30630912184.7789,30155064574.0734,33728622819.0912,36386546917.6861,32210232911.6626,33814337900.2831,36098550141.5897,39973839064.6084,39670977332.7348,40773241531.2395,45338283344.8175
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,744773415931.587,738981792355.372,760649334098.005,895540646634.787,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.6,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1725329192783.02,1742015045482.31,1645423407568.36,1988336331717.42
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,..,..,..,..,..,..,4200439457.5783,4466438857.5543,4586114124.56498,4281868714.74859,4156990759.63038,4186223808.95236,4291159006.36025,4405954638.18553,4563017880.71523,4708336733.46934,4909498979.9592,5166467298.69195,5530377535.1014,5943589103.56414,5608989199.56798,5898449687.97711
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,916777282.651168,932648595.838026,996068183.652841,1142315573.75494,1272360594.5333,1337894284.8516,1461859832.28999,1699811358.87423,1993408071.74888,2067381766.36117,2142591375.85053,2437982839.63072,2510126699.05356,1691544192.38242,1894813504.52945,1695825708.45604,1825018190.85071,2072349794.23301,2220978978.17342,2221301400.72468,2326720920.59223,2516498299.01212
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,1388506726.62093,1710843360.64955,1997005786.54118,2742815194.54993,4422855929.21428,6649307057.03314,7428701809.40597,8650138068.63161,10393834720.852,9290728773.35723,10668102734.8132,12172309522.6171,12367363677.6199,12953535495.8781,13940768065.6063,10950392219.9104,10097778353.7651,10000395242.1457,11239167048.4916,11314951342.7807,10715396135.4168,11779980801.7843
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,6439403014.0037,6233310060.38969,6663436031.24708,7332574115.57254,8553956571.09378,8827299477.20007,9676410337.59329,11515258634.0085,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,78249883995.6255,71517080040.6338,70294892400.0639,76507577234.5965,99079230169.6389,122314960843.922,153840051814.059,172565850839.158,179663403196.985,171412642047.328,217105420016.533,251224856981.294,267175872540.066,277239461340.404,259405202008.001,242496649874.236,249298719723.108,276364933679.626,295402652037.155,278584733103.01,252727193710.018,317058508651.76
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,1211346869605.24,1339395718865.3,1470550015081.55,1660287965662.68,1955347004963.27,2285965892360.54,2752131773355.16,3550342737010.84,4594307032660.79,5101703073086.04,6087163874512.21,7551500124203.36,8532229986993.65,9570406235659.64,10475682920594.5,11061553079876.4,11233276536737.2,12310409370892.8,13894817549374.2,14279937500606.5,14687673892882,17734062645371.4
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,99886577330.7271,98211749595.5442,97963003804.7851,94641378693.223,117081522349.677,145619193046.094,161618580752.946,206181823187.675,242186949772.533,232397835356.357,286563099757.482,334943877377.472,370921317942.564,382116120909.218,381112110485.385,293481753078.868,282825012368.255,311883730442.045,334198218100.719,323109540251.855,270299984937.97,314464137241.33
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,351136568.441921,378512003.405071,425964697.418664,546885184.990174,633706149.25026,653845122.872074,698431827.740958,795673128.485442,915659192.825112,905341090.570115,907978723.547592,1023086183.79822,1015843368.79008,1116224161.07781,1149587651.69395,966029542.038859,1012835518.26037,1077439662.5798,1188797574.94753,1195019559.09381,1225039230.74083,1296089632.60039
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,19088046305.7971,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,11964484667.9102,14451902467.9315,16737071816.38,19788515873.8942,18648373312.4241,21565720044.4634,25839749198.8233,29306235826.3885,32679745297.6453,35909040265.9328,37917704900.0794,37134799974.5225,38019265625.8845,47568210068.5136,51775830725.8441,48716960860.0664,55350968593.0597
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,3227927697.43665,2796704577.3082,3034251042.07329,3503723244.83607,4656975222.72243,6650001213.82609,8072305415.35484,8782703766.99342,11649858744.3946,9723300390.77733,13148395201.8041,15655384440.3994,17692912613.1633,17958721571.7526,17912908765.9058,11890259136.1098,10219341276.8965,11094822713.3481,13670036996.0023,12750339022.9915,10483151175.8451,13366230219.5352
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,15013629658.6521,15976174336.9721,16578820687.2881,17271760506.9483,18610594846.2083,20040642476.9817,22715540324.3032,26884700345.0342,30801744881.0001,30745712006.5307,37658614803.2775,42762617081.6522,47231651862.8399,50949672205.9168,52016408950.8936,56441917652.9812,58847016044.7363,60516043590.1832,62420165099.7231,64417670082.6127,62158002233.0279,64282438666.739
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,16577533355.4395,16810536883.7177,18054384023.1093,21251755293.9537,23510577108.2304,24036917016.59,25281414472.9891,28760092034.4723,34078243426.009,33886814907.0346,34936305296.9689,36693712824.8232,36302305578.2487,42760237561.4396,48843008580.3288,45814637971.4745,47964234560.0514,51588158717.5348,58011466450.8643,58539424929.7248,61348579465.1017,70043191477.0454
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,21807856145.1037,23259567777.5327,27085262278.8634,35022903386.8064,42013459301.7962,45835098187.6637,50915016294.105,60641942979.2183,70943300079.4666,63324394633.9008,60672093864.787,63408294943.4855,57369359295.2829,59032066091.7147,58423981441.1801,50242783066.1173,52397494687.4863,56323836169.7177,62316840749.9705,62327983579.5899,57472012426.6853,68955083280.1922
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925925.9259,54262870370.3704,56302129629.6296,57481481481.4815,59562962962.963,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,100050000000,103428000000,107352000000,..
GDP (current US$),NY.GDP.MKTP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564,2995185474.86034,2496174748.60335,2699612458.10056
GDP (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,9985844486.33365,10397897085.6102,11420227884.6154,14547325028.3126,17320552500,18433411267.2553,20072786350.5206,23968764029.5647,27844698989.3072,25945391775.4932,25800247911.9714,27642086581.2918,25048659899.7816,23961144906.3621,23226782250.5646,19909190058.804,21046951516.4932,22946726163.5789,25596474964.5725,25944504645.6957,25008448886.3507,28407867534.0035
GDP (current US$),NY.GDP.MKTP.CD,Czechia,CZE,61828166496.0941,67808032979.5429,82196001050.7474,100090467581.268,119814434353.575,137143471328.274,156264095664.643,190183800884.018,236816485762.988,207434296805.33,209069940963.177,229562733398.948,208857719320.649,211685616592.931,209358834156.329,188033050459.881,196272068576.338,218628940951.675,249000540729.179,252548179964.897,245974558654.043,281777887121.451
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,164158739097.623,164791442543.375,178635163717.431,218096033517.009,251373002954.382,264467336457.17,282884947702.966,319423424509.066,353361038818.383,321241303699.006,321995279401.502,344003137611.271,327148943812.137,343584391647.927,352993631617.708,302673070846.857,313115929314.339,332121063806.391,356841216410.068,346498737961.635,355222449505.211,398303272764.46
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,551230861.856505,572417440.820162,591122039.601398,622044665.515049,666072101.777505,708633194.726566,768873684.032838,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,2042817162.85639,2214679081.25658,2424391785.43897,2604955228.70117,2762581334.22612,2913466732.12507,3088853638.56832,3181071153.6622,3482987379.0942
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,333470370.37037,340203703.703704,333196296.296296,343311111.111111,367200000,364255555.555556,390251851.851852,421374074.074074,458188888.888889,489074074.074074,493825925.925926,501025925.925926,485996296.296296,498296296.296296,520207407.407407,540737037.037037,576229629.62963,521551851.851852,554770370.37037,611537037.037037,504214814.814815,554181481.481481
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,24305717541.6371,25601765400.5153,27137508656.8522,21403167848.1444,22322395368.0274,35777570135.5225,37879869897.8979,43965420072.4107,48122547177.1881,48261033298.2133,53860175555.9961,58029750745.6495,60681537195.7996,62682163837.347,67179914026.9623,71164825256.6849,75704720189.5607,79997975621.8654,85555378042.8196,88941299733.5018,78844702329.0785,94243453937.4462
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,18327764882.4412,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,108108009000,99291124000,106165866000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89600665557.4043,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,235733695652.174,249712999437.254,303080865603.645,365252651278.852,404142766093.053
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26881140000,24563020000,28736940000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314442183.3477,21357344847.4966,22388345810.2466,21948835350.3425,21765454404.421,13185496836.4124,11240809132.4145,12200912828.3695,13097011143.2874,11364133801.8914,10099158074.7273,12269392839.7472
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,706370815.584416,752368495.512622,729321366.651861,870247703.182758,1109054005.43971,1098425900.74116,1211161879.6748,1317974491.05691,1380188800,1856695551.21951,1589515447.15447,2065001626.01626,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,5686579747.53524,6254649538.98487,7367975887.72723,9874013098.46432,12145911801.2422,14106790200.2239,17022870405.2189,22449129482.617,24341678628.9732,19633031397.6104,19523477325.6235,23213994093.4631,23019150071.1867,25115753366.1114,26634083965.0987,22890762090.1508,24072829276.7744,26924385103.0659,30624720196.229,31081901909.2156,31370395572.7658,37191166151.98
GDP (current US$),NY.GDP.MKTP.CD,Eswatini,SWZ,1738100853.05052,1542477308.89408,1432228125.26682,2197612701.09852,2770082791.50412,3178126491.90949,3291353835.93,3469363996.36642,3294093485.20796,3580417066.92472,4438778424.30203,4820499924.2539,4886533032.88672,4597532029.70451,4422968339.67584,4063245671.29285,3816022046.82656,4402969225.92165,4665237415.12526,4495264160.86577,3982226055.38454,4743335152.94181
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,8242392103.68061,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,64589334978.8013,74296618481.0882,81770791970.982,84269348327.3454,95912590628.1412,107657734392.446,111271112329.975
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,1067115339.41186,1160270582.01567,1275095950.44777,1501935425.11043,1724758391.61423,1759742533.64238,2017673370.55223,2339015742.96894,2489888389.79228,2296051036.20661,2331786419.1604,2505746270.04675,2427190332.32628,2690116268.71784,2913995545.65702,2573908649.0584,2813286391.25332,2980054218.60092,3188610521.64824,3275706960.14634,3248696901.60652,3649886275.07118
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,1678239218.26553,1652464201.00149,1833279985.36741,2300453634.34962,2708078476.63012,2980484920.16558,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140181443.83633,3779378133.89916,3972012570.53467,4189915666.57616,4857220601.80003,4682546881.15833,4930204219.71304,5353404418.66413,5581371847.61641,5481675173.38011,4477040340.45226,4296304590.01135
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,126019543413.334,129533107311.811,140404460203.138,171652458349.411,197479443979.151,204885494686.381,217089269791.764,256378067752.158,285716311136.719,253497520828.515,249424310816.667,275604356167.316,258290060227.734,271362405890.589,274862826772.156,234534382384.766,240771351298.833,255647979916.471,275708001767.843,268514916972.549,271891788362.647,297301883523.251
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,1365639660792.16,1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.8,2320536221304.7,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88,2639008701648.26,2957879759263.52
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,3599846538.85626,3573808314.66386,3965405961.3847,4927782568.43352,5564112127.52063,5705054692.09373,5877996247.88378,6631160061.09816,7136743972.79639,6584556511.65672,6086643040.44971,6203936563.33402,5692858773.21803,6031828532.37945,6151998957.96572,5325848045.4324,5497037292.63831,5833351477.8985,6135117589.07754,6001384759.57628,5709421968.74051,6054676735.37523
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,5080483463.99928,5023265365.25169,5335451307.54323,6511903657.44009,7770219479.72648,9582783318.3881,10327598800.6713,12455410055.7483,15571349775.7848,12113699660.6799,14372591916.4792,18210308748.2912,17170465294.0332,17595745653.3676,18203968001.8908,14383107714.0388,14023890620.3384,14929488770.7315,16867326389.8704,16874405460.1955,15314577167.8211,20216843173.9702
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,782915402.421095,687408804.630527,578236035.104279,487038821.611959,961900106.892751,1027702254.38664,1054113426.70947,1279704744.82781,1561763437.0325,1450140385.97229,1543292392.54605,1409694553.90934,1415006238.09509,1375608956.10386,1229460601.92174,1378176868.31568,1484579844.37143,1504909753.28746,1670670668.5939,1813608279.65044,1812169483.72578,2038417462.37695
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,3057475335.18846,3219488663.77231,3395728013.84524,3991284895.37214,5125365191.98664,6410823633.25426,7745394293.41721,10172882370.5477,12795076469.0099,10766836276.5639,12243505582.6741,15107441446.7833,16488403076.3641,17189551520.9811,17627003454.7205,14953950557.4406,15141758566.7808,16242916915.7203,17596922469.9152,17470436258.5131,15842922532.7202,18629365597.0017
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,1947981991011.77,1945790973803.15,2078484517474.51,2501640388482.35,2814353869359.08,2846864211175.1,2994703642023.53,3425578382921.58,3745264093617.19,3411261212652.34,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3974443355019.6,3888226035921.56,3889668895299.62,4259934911821.64
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,4983024408.14828,5314909953.92992,6166330136.2948,7632406552.83803,8881368538.07671,10744675209.8984,20440893017.1566,24827844949.6033,28678701891.0957,26048108185.0534,32197272797.2028,39337314809.9434,41270954737.2459,62823043706.4702,54782847752.5375,49406568432.6711,56165172898.8695,60406382898.5174,67299280679.563,68337537815.7703,70043199813.6885,77594279054.8795
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,130457756628.436,136309295225.34,154564203586.954,202370140236.265,240963562236.127,247875422204.414,273546728473.073,318902829550.733,355908689477.445,331308500253.274,297124961971.501,282995942006.557,242029307133.408,238907690051.13,235458133124.608,195683527003.375,193148146586.933,199844406013.531,212049447242.111,205257014892.502,188925995936.807,214873879833.648
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,1068030829.75591,1086172922.57413,1169138789.31435,1558753434.43083,1822486688.58807,1849805732.96203,2013099482.07439,2249811708.94796,2499107510.64122,2529948329.57153,2503156060.52524,2684467375.71479,2609667673.71601,2684952726.88425,2842048997.77283,2499115623.00272,2707146783.13056,2851610655.92391,3055791340.7025,2994332323.74726,3076015346.7541,..
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771013259.259259,778655925.925926,799882259.259259,842620111.111111,911500000,997007407.407407,1061640740.74074,1125681481.48148,1166511111.11111,1213485185.18519,1043414814.81481,1122807407.40741
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,..,..,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6056000000,6366000000,5886000000,6123000000
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,19288827158.9035,18405203853.1036,20444205991.025,21576351798.9145,23577286226.6407,26783543667.064,29744368110.9094,33567868322.6252,38503862830.6878,37125943564.9873,40676432028.5934,46876114650.4996,49593961141.7484,52996540703.5943,57852399963.7878,62186186575.7433,66053725049.0138,71654134378.5299,73328024537.1848,77170421167.5134,77625486978.2561,85985752107.4679
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,2995361140.63217,2829435956.51563,2950198648.95191,3446441698.00738,3635458132.65317,2937071767.25576,4220019242.74824,6281917655.90249,6964179193.84418,6716904568.76482,6853467857.61127,6785137172.77058,7638045254.42864,8376613843.27265,8778473614.54728,8794202443.67366,8595955581.21787,10324668266.5921,11857030336.5252,13442861443.7506,14177835816.2777,16091817842.2342
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,371095510.047761,392621385.894576,417806667.07798,477458598.710737,532062927.382438,587029054.444652,592365688.05204,696910810.918663,868154708.520179,830126469.986608,849878424.225986,1099818651.98114,989271229.637162,1046087417.96916,1054915645.19654,1048229629.42039,1179004941.22904,1350177127.5523,1504630120.99275,1439638443.38133,1431758242.90375,1638517533.16504
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,712667896.727512,712167575.624277,726131434.715338,743064076.794567,787814379.183843,824880550.343965,2379818382.99241,2730971150.01134,3025187923.58617,3165663152.73351,3432913073.24154,3691384317.52178,4063089191.87525,4167800259.20888,4127659492.02031,4279840193.7046,4482697336.56174,4748174334.14044,4787636237.24043,5173760191.84652,5471256594.72422,8044498800.95923
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,6813577558.17628,6331961555.40914,6058134466.75258,4826827577.08641,6036959914.72398,7184064657.2953,7518107786.51149,9522763153.81366,10485225353.1801,11597014807.3496,11859315078.7902,13008754110.8113,13708926466.2732,14902474090.615,15139264670.4225,14833154471.7456,13987693738.923,15035560372.6443,16455034352.7671,14785839382.9002,14508218017.4032,20944392615.0803
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,7186650135.43927,7651174661.42872,7858235333.4834,8230387552.2259,8869311410.95131,9757034456.7578,10917481688.4711,12361257680.5627,13881701033.6546,14587496229.1811,15839344591.9842,17710315005.9999,18528601901.324,18499710127.8385,19756494434.7031,20979767785.2104,21717622071.3816,23136232229.6069,24067778953.842,25089976946.7736,23827840809.7014,28488668301.6401
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,171668164082.555,169403241524.337,166349228737.386,161384522525.299,169099768875.193,181570082162.19,193536265094.364,211597405593.868,219279678430.164,214046415026.187,228637697575.04,248513617677.287,262629441493.476,275696879834.966,291459356985.337,309383627028.561,320858250776.188,341273289534.466,361731070995.726,363052489184.395,344932192028.051,369176400967.427
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,47218405892.4258,53749989092.0197,67608919144.3684,85285062818.0077,104120820258.669,113211158292.936,115715618613.052,140186716681.425,158325614580.628,131069255620.567,132175349953.713,141942264554.475,128814279315.132,135684315697.713,141033843265.669,125174166987.372,128609822750.039,143112196040.326,160564628963.713,163988594921.902,157182045260.23,181848022233.89
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,9025660361.75842,8234846804.60582,9318395054.85934,11429333037.8443,13825302535.7699,16852963067.0496,17465318552.2941,21652505596.7528,18074622987.0185,13154414219.207,13751161917.7398,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26264127686.6137,24826102119.6357,21694674809.9321,25602419210.3374
GDP (current US$),NY.GDP.MKTP.CD,India,IND,468394937262.37,485441014538.638,514937948870.08,607699285433.872,709148514804.659,820381595512.902,940259888792.141,1216735441524.86,1198895582137.51,1341886602798.69,1675615335600.56,1823049927772.05,1827637859506.25,1856722121394.42,2039127446299.3,2103587813812.75,2294797980509.01,2651472946375.05,2702929718960.46,2831552222519.99,2667687951796.5,3176295065497.24
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868618224.017,364570514304.85,432216737774.861,510228634992.258,539580085612.401,755094160363.071,892969107923.094,917869910105.749,912524136718.018,890814755233.225,860854235065.079,931877364177.742,1015618742565.81,1042271531011.99,1119099868265.25,1058688935454.78,1186092991320.04
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,109591707802.216,126878750295.944,128626917503.72,153544751395.43,190043433964.841,226452138291.542,266298911661.144,349881601458.56,412336172446.849,416397025729.361,486807615326.147,626133114526.806,644035510447.901,492775565649.562,460382791826.34,408212918053.939,457954614142.539,486630146443.617,331682036227.963,283746685180.338,239735571102.495,359713152725.063
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36627901762.063,49954890353.2609,65140147197.1215,88837055195.2619,131614433712.245,111657581662.35,138516722649.573,185749664444.444,218002481737.691,234637675128.645,228415656174.957,166774109673.732,166602488747.885,187217660050.676,227367469034.031,233636097800.338,184369797315.436,207889333724.138
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,100207610429.909,109346669229.695,128596035288.401,164670771259.602,194372115041.065,211876989655.907,232180617162.279,270079279419.5,275447471451.063,236443115853.695,221913560882.367,239003132208.133,225628699652.993,238340859896.937,259170903647.536,291775166506.891,299091127524.505,336377500160.546,385736680797.118,399321701632.431,425852281928.121,504182603275.542
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,1563667799.61578,1659131243.73837,1947332921.74718,2328658227.8481,2822358473.16983,3032400000,3422651333.94664,4466100440.17607,5928420955.88235,5487083657.89064,5920177688.50433,6566098381.6696,6690725118.48341,7000748788.49461,7708834951.45631,7085288006.11154,6846691871.45558,6979581724.58172,7491969312.87525,7315388052.08067,..,..
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,136035771711.672,134635822098.58,125060622862.932,131299915899.958,139973148371.263,147083996033.603,158670456932.537,184052121662.082,220531065217.391,211970040942.96,238364092298.023,266791854430.897,262282344091.849,297732778479.129,314330061977.263,303414276832.04,322102790386.835,358245427458.541,376691526553.276,402470513619.148,413267669231.522,488526545878.891
